ID,J1,J2,J3,J4,J5,J6,J7,Distance,X,Y,Z,Reachable
447,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.44463,6.365,4.42,0.44,1
448,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.470248,6.405,4.42,0.44,1
449,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.497766,6.445,4.42,0.44,1
450,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.526885,6.485,4.42,0.44,1
451,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.370668,6.125,4.38,0.44,1
452,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.376341,6.165,4.38,0.44,1
453,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.386096,6.205,4.38,0.44,1
454,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.399634,6.245,4.38,0.44,1
455,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.416587,6.285,4.38,0.44,1
456,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.436558,6.325,4.38,0.44,1
457,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.459152,6.365,4.38,0.44,1
458,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.484002,6.405,4.38,0.44,1
459,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.510779,6.445,4.38,0.44,1
460,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.539197,6.485,4.38,0.44,1
461,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.392071,6.125,4.34,0.44,1
462,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.397438,6.165,4.34,0.44,1
463,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.406687,6.205,4.34,0.44,1
464,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.419562,6.245,4.34,0.44,1
465,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.43574,6.285,4.34,0.44,1
466,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.454871,6.325,4.34,0.44,1
467,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.476597,6.365,4.34,0.44,1
468,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.500582,6.405,4.34,0.44,1
469,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.526517,6.445,4.34,0.44,1
470,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.554128,6.485,4.34,0.44,0
471,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.416226,6.125,4.3,0.44,0
472,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.421286,6.165,4.3,0.44,1
473,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.430022,6.205,4.3,0.44,1
474,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.442218,6.245,4.3,0.44,1
475,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.457596,6.285,4.3,0.44,1
476,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.475849,6.325,4.3,0.44,1
477,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.496658,6.365,4.3,0.44,1
478,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.519718,6.405,4.3,0.44,1
479,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.544743,6.445,4.3,0.44,1
480,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.571474,6.485,4.3,0.44,0
481,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.442684,6.125,4.26,0.44,0
482,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.447444,6.165,4.26,0.44,1
483,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.45568,6.205,4.26,0.44,1
484,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.467206,6.245,4.26,0.44,1
485,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.481787,6.285,4.26,0.44,1
486,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.499156,6.325,4.26,0.44,1
487,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.519032,6.365,4.26,0.44,1
488,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.541139,6.405,4.26,0.44,1
489,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.565216,6.445,4.26,0.44,1
490,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.591022,6.485,4.26,0.44,1
491,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.471056,6.125,4.22,0.44,0
492,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.475532,6.165,4.22,0.44,1
493,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.483289,6.205,4.22,0.44,1
494,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.494172,6.245,4.22,0.44,1
495,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.50798,6.285,4.22,0.44,1
496,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.524482,6.325,4.22,0.44,1
497,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.543433,6.365,4.22,0.44,0
498,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.564585,6.405,4.22,0.44,1
499,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.587702,6.445,4.22,0.44,1
500,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.612562,6.485,4.22,0.44,1
501,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.501017,6.125,4.18,0.44,0
502,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.505228,6.165,4.18,0.44,1
503,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.512536,6.205,4.18,0.44,1
504,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.522811,6.245,4.18,0.44,1
505,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.535881,6.285,4.18,0.44,1
506,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.551549,6.325,4.18,0.44,1
507,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.5696,6.365,4.18,0.44,1
508,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.589815,6.405,4.18,0.44,1
509,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.611979,6.445,4.18,0.44,1
510,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.63589,6.485,4.18,0.44,1
511,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.5323,6.125,4.14,0.44,0
512,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.536265,6.165,4.14,0.44,1
513,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.543156,6.205,4.14,0.44,1
514,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.552861,6.245,4.14,0.44,1
515,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.565237,6.285,4.14,0.44,1
516,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.580113,6.325,4.14,0.44,1
517,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.597301,6.365,4.14,0.44,1
518,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.616608,6.405,4.14,0.44,1
519,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.637843,6.445,4.14,0.44,1
520,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.660819,6.485,4.14,0.44,1
521,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.564684,6.125,4.1,0.44,1
522,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.568423,6.165,4.1,0.44,1
523,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.574929,6.205,4.1,0.44,1
524,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.584106,6.245,4.1,0.44,1
525,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.595834,6.285,4.1,0.44,1
526,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.609964,6.325,4.1,0.44,1
527,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.626333,6.365,4.1,0.44,1
528,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.644772,6.405,4.1,0.44,1
529,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.665108,6.445,4.1,0.44,1
530,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.687172,6.485,4.1,0.44,1
531,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.59799,6.125,4.06,0.44,1
532,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.601523,6.165,4.06,0.44,1
533,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.607674,6.205,4.06,0.44,1
534,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.616364,6.245,4.06,0.44,1
535,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.627489,6.285,4.06,0.44,1
536,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.640921,6.325,4.06,0.44,0
537,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.656519,6.365,4.06,0.44,1
538,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.674133,6.405,4.06,0.44,1
539,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.693609,6.445,4.06,0.44,1
540,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.714794,6.485,4.06,0.44,1
541,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.632074,6.125,4.02,0.44,1
542,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.635417,6.165,4.02,0.44,1
543,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.641243,6.205,4.02,0.44,1
544,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.649484,6.245,4.02,0.44,1
545,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.660051,6.285,4.02,0.44,1
546,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.672833,6.325,4.02,0.44,1
547,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.687708,6.365,4.02,0.44,1
548,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.704542,6.405,4.02,0.44,1
549,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.7232,6.445,4.02,0.44,1
550,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.743542,6.485,4.02,0.44,1
551,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.666815,6.125,3.98,0.44,1
552,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.669985,6.165,3.98,0.44,1
553,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.675512,6.205,3.98,0.44,1
554,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.683341,6.245,3.98,0.44,1
555,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.693392,6.285,3.98,0.44,1
556,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.70557,6.325,3.98,0.44,1
557,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.719769,6.365,3.98,0.44,1
558,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.73587,6.405,3.98,0.44,1
559,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.753752,6.445,3.98,0.44,0
560,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.773292,6.485,3.98,0.44,0
561,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.702116,6.125,3.94,0.44,1
562,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.705127,6.165,3.94,0.44,1
563,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.710381,6.205,3.94,0.44,1
564,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.717829,6.245,3.94,0.44,1
565,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.727404,6.285,3.94,0.44,1
566,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.739023,6.325,3.94,0.44,1
567,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.75259,6.365,3.94,0.44,1
568,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.768004,6.405,3.94,0.44,1
569,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.785154,6.445,3.94,0.44,0
570,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.803931,6.485,3.94,0.44,1
571,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.737896,6.125,3.9,0.44,1
572,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.740762,6.165,3.9,0.44,1
573,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.745766,6.205,3.9,0.44,1
574,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.752864,6.245,3.9,0.44,1
575,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.761998,6.285,3.9,0.44,1
576,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.773097,6.325,3.9,0.44,1
577,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.786077,6.365,3.9,0.44,1
578,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.800846,6.405,3.9,0.44,1
579,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.817308,6.445,3.9,0.44,0
580,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.835362,6.485,3.9,0.44,1
581,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.77409,6.125,3.86,0.44,0
582,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.776823,6.165,3.86,0.44,0
583,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.781595,6.205,3.86,0.44,1
584,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.788371,6.245,3.86,0.44,1
585,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.797099,6.285,3.86,0.44,1
586,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.807715,6.325,3.86,0.44,1
587,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.820147,6.365,3.86,0.44,1
588,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.834313,6.405,3.86,0.44,1
589,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.850127,6.445,3.86,0.44,1
590,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.867499,6.485,3.86,0.44,1
591,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.810642,6.125,3.82,0.44,0
592,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.813252,6.165,3.82,0.44,0
593,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.817812,6.205,3.82,0.44,1
594,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.82429,6.245,3.82,0.44,1
595,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.832641,6.285,3.82,0.44,1
596,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.84281,6.325,3.82,0.44,1
597,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.854732,6.365,3.82,0.44,1
598,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.868334,6.405,3.82,0.44,1
599,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.883539,6.445,3.82,0.44,1
600,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.900266,6.485,3.82,0.44,1
601,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.847505,6.125,3.78,0.44,0
602,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.850002,6.165,3.78,0.44,0
603,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.854365,6.205,3.78,0.44,1
604,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.860568,6.245,3.78,0.44,1
605,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.868571,6.285,3.78,0.44,1
606,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.878324,6.325,3.78,0.44,1
607,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.88977,6.365,3.78,0.44,1
608,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.902845,6.405,3.78,0.44,1
609,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.917478,6.445,3.78,0.44,1
610,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.933597,6.485,3.78,0.44,1
611,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.884641,6.125,3.74,0.44,0
612,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.887033,6.165,3.74,0.44,0
613,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.891216,6.205,3.74,0.44,0
614,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.897164,6.245,3.74,0.44,1
615,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.904843,6.285,3.74,0.44,1
616,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.914209,6.325,3.74,0.44,0
617,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.925211,6.365,3.74,0.44,1
618,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.937792,6.405,3.74,0.44,1
619,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.951888,6.445,3.74,0.44,1
620,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.967434,6.485,3.74,0.44,1
621,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.922017,6.125,3.7,0.44,0
622,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.924312,6.165,3.7,0.44,0
623,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.928326,6.205,3.7,0.44,1
624,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.934038,6.245,3.7,0.44,1
625,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.941416,6.285,3.7,0.44,1
626,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.950422,6.325,3.7,0.44,1
627,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.96101,6.365,3.7,0.44,1
628,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.973128,6.405,3.7,0.44,1
629,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.986719,6.445,3.7,0.44,1
630,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.00172,6.485,3.7,0.44,0
631,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.959604,6.125,3.66,0.44,0
632,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.961809,6.165,3.66,0.44,1
633,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.965668,6.205,3.66,0.44,1
634,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.97116,6.245,3.66,0.44,1
635,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.978258,6.285,3.66,0.44,1
636,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.986928,6.325,3.66,0.44,1
637,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.997128,6.365,3.66,0.44,1
638,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.00881,6.405,3.66,0.44,1
639,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.02193,6.445,3.66,0.44,1
640,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.03643,6.485,3.66,0.44,0
641,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.997379,6.125,3.62,0.44,0
642,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.999501,6.165,3.62,0.44,1
643,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.00321,6.205,3.62,0.44,1
644,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.0085,6.245,3.62,0.44,1
645,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.01534,6.285,3.62,0.44,1
646,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.0237,6.325,3.62,0.44,1
647,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.03353,6.365,3.62,0.44,1
648,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04481,6.405,3.62,0.44,0
649,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.05748,6.445,3.62,0.44,0
650,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.0715,6.485,3.62,0.44,0
651,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.03532,6.125,3.58,0.44,0
652,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.03737,6.165,3.58,0.44,0
653,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04094,6.205,3.58,0.44,0
654,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04604,6.245,3.58,0.44,1
655,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.05263,6.285,3.58,0.44,1
656,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.0607,6.325,3.58,0.44,0
657,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.07019,6.365,3.58,0.44,0
658,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.08109,6.405,3.58,0.44,0
659,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.09334,6.445,3.58,0.44,0
660,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.1069,6.485,3.58,0.44,0
661,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.155998,6.125,4.42,0.81,1
662,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.169035,6.165,4.42,0.81,1
663,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.189764,6.205,4.42,0.81,1
664,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.215981,6.245,4.42,0.81,1
665,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.245938,6.285,4.42,0.81,1
666,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.27843,6.325,4.42,0.81,1
667,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.312667,6.365,4.42,0.81,1
668,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.348135,6.405,4.42,0.81,1
669,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.384494,6.445,4.42,0.81,1
670,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.421513,6.485,4.42,0.81,1
671,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.193546,6.125,4.38,0.81,0
