ID,J1,J2,J3,J4,J5,J6,J7,Distance,X,Y,Z,Reachable
222,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.468654,6.165,4.42,1.2,1
223,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.476522,6.205,4.42,1.2,1
224,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.487556,6.245,4.42,1.2,1
225,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.501546,6.285,4.42,1.2,1
226,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.518253,6.325,4.42,1.2,1
227,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.537423,6.365,4.42,1.2,1
228,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.558804,6.405,4.42,1.2,1
229,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.58215,6.445,4.42,1.2,0
230,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.607237,6.485,4.42,1.2,0
231,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.478041,6.125,4.38,1.2,1
232,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.482453,6.165,4.38,1.2,1
233,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.4901,6.205,4.38,1.2,1
234,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.500835,6.245,4.38,1.2,1
235,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.514464,6.285,4.38,1.2,1
236,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.530765,6.325,4.38,1.2,1
237,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.549499,6.365,4.38,1.2,0
238,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.570426,6.405,4.38,1.2,0
239,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.593316,6.445,4.38,1.2,1
240,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.617949,6.485,4.38,1.2,1
241,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.494821,6.125,4.34,1.2,1
242,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.499085,6.165,4.34,1.2,1
243,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.506481,6.205,4.34,1.2,1
244,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.516876,6.245,4.34,1.2,1
245,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.530093,6.285,4.34,1.2,1
246,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.545927,6.325,4.34,1.2,1
247,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.564157,6.365,4.34,1.2,1
248,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.584561,6.405,4.34,1.2,1
249,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.606917,6.445,4.34,1.2,1
250,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.63102,6.485,4.34,1.2,1
251,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.514172,6.125,4.3,1.2,1
252,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.518276,6.165,4.3,1.2,1
253,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.525402,6.205,4.3,1.2,1
254,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.53543,6.245,4.3,1.2,1
255,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.5482,6.285,4.3,1.2,1
256,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.563525,6.325,4.3,1.2,1
257,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.581204,6.365,4.3,1.2,1
258,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.601029,6.405,4.3,1.2,1
259,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.622795,6.445,4.3,1.2,1
260,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.646306,6.485,4.3,1.2,1
261,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.535815,6.125,4.26,1.2,1
262,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.539754,6.165,4.26,1.2,0
263,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.546601,6.205,4.26,1.2,1
264,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.556246,6.245,4.26,1.2,1
265,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.568549,6.285,4.26,1.2,1
266,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.58334,6.325,4.26,1.2,1
267,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.600436,6.365,4.26,1.2,1
268,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.619645,6.405,4.26,1.2,1
269,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.640779,6.445,4.26,1.2,1
270,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.663653,6.485,4.26,1.2,1
271,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.559484,6.125,4.22,1.2,1
272,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.563258,6.165,4.22,1.2,1
273,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.569822,6.205,4.22,1.2,1
274,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.579081,6.245,4.22,1.2,1
275,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.590908,6.285,4.22,1.2,1
276,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.605153,6.325,4.22,1.2,1
277,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.621649,6.365,4.22,1.2,1
278,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.640223,6.405,4.22,1.2,1
279,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.660699,6.445,4.22,1.2,1
280,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.682906,6.485,4.22,1.2,1
281,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.584933,6.125,4.18,1.2,1
282,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.588544,6.165,4.18,1.2,1
283,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.594829,6.205,4.18,1.2,1
284,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.603705,6.245,4.18,1.2,1
285,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.615059,6.285,4.18,1.2,0
286,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.628756,6.325,4.18,1.2,1
287,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.644649,6.365,4.18,1.2,1
288,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.662578,6.405,4.18,1.2,1
289,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.682384,6.445,4.18,1.2,1
290,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.703907,6.485,4.18,1.2,1
291,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.611941,6.125,4.14,1.2,1
292,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.615393,6.165,4.14,1.2,1
293,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.621407,6.205,4.14,1.2,1
294,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.629908,6.245,4.14,1.2,1
295,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.640798,6.285,4.14,1.2,1
296,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.653957,6.325,4.14,1.2,1
297,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.669251,6.365,4.14,1.2,1
298,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.686538,6.405,4.14,1.2,1
299,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.705671,6.445,4.14,1.2,1
300,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.726505,6.485,4.14,1.2,1
301,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.640309,6.125,4.1,1.2,1
302,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.64361,6.165,4.1,1.2,1
303,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.649362,6.205,4.1,1.2,1
304,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.657502,6.245,4.1,1.2,1
305,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.667942,6.285,4.1,1.2,1
306,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.680576,6.325,4.1,1.2,1
307,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.695285,6.365,4.1,1.2,1
308,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.71194,6.405,4.1,1.2,1
309,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.730409,6.445,4.1,1.2,1
310,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.750556,6.485,4.1,1.2,1
311,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.669866,6.125,4.06,1.2,1
312,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.673022,6.165,4.06,1.2,1
313,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.678525,6.205,4.06,1.2,1
314,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.686319,6.245,4.06,1.2,1
315,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.696327,6.285,4.06,1.2,1
316,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.708455,6.325,4.06,1.2,1
317,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.722597,6.365,4.06,1.2,1
318,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.738636,6.405,4.06,1.2,1
319,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.756453,6.445,4.06,1.2,1
320,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.775925,6.485,4.06,1.2,0
321,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.700461,6.125,4.02,1.2,1
322,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.703479,6.165,4.02,1.2,1
323,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.708746,6.205,4.02,1.2,1
324,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.716211,6.245,4.02,1.2,1
325,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.725807,6.285,4.02,1.2,1
326,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.737451,6.325,4.02,1.2,1
327,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.751047,6.365,4.02,1.2,1
328,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.766491,6.405,4.02,1.2,1
329,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.783675,6.445,4.02,1.2,0
330,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.802486,6.485,4.02,1.2,1
331,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.731963,6.125,3.98,1.2,1
332,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.734852,6.165,3.98,1.2,1
333,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.739896,6.205,3.98,1.2,1
334,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.747049,6.245,3.98,1.2,1
335,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.756254,6.285,3.98,1.2,1
336,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.767436,6.325,3.98,1.2,1
337,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.78051,6.365,3.98,1.2,1
338,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.795382,6.405,3.98,1.2,1
339,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.811955,6.445,3.98,1.2,1
340,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.830126,6.485,3.98,1.2,0
341,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.764261,6.125,3.94,1.2,1
342,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.767028,6.165,3.94,1.2,1
343,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.771861,6.205,3.94,1.2,1
344,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.778722,6.245,3.94,1.2,1
345,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.787556,6.285,3.94,1.2,1
346,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.7983,6.325,3.94,1.2,1
347,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.810876,6.365,3.94,1.2,1
348,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.825202,6.405,3.94,1.2,1
349,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.841187,6.445,3.94,1.2,1
350,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.858739,6.485,3.94,1.2,0
351,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.797258,6.125,3.9,1.2,1
352,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.799911,6.165,3.9,1.2,1
353,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.804546,6.205,3.9,1.2,1
354,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.81113,6.245,3.9,1.2,1
355,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.819616,6.285,3.9,1.2,1
356,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.829944,6.325,3.9,1.2,1
357,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.842048,6.365,3.9,1.2,1
358,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.855852,6.405,3.9,1.2,1
359,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.871275,6.445,3.9,1.2,0
360,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.888233,6.485,3.9,1.2,0
361,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.83087,6.125,3.86,1.2,1
362,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.833416,6.165,3.86,1.2,1
363,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.837866,6.205,3.86,1.2,1
364,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.84419,6.245,3.86,1.2,1
365,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.852347,6.285,3.86,1.2,1
366,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.862283,6.325,3.86,1.2,1
367,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.873939,6.365,3.86,1.2,1
368,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.887247,6.405,3.86,1.2,0
369,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.902134,6.445,3.86,1.2,0
370,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.918522,6.485,3.86,1.2,0
371,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.865025,6.125,3.82,1.2,1
372,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.867471,6.165,3.82,1.2,1
373,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.871748,6.205,3.82,1.2,1
374,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.877828,6.245,3.82,1.2,1
375,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.885675,6.285,3.82,1.2,1
376,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.895241,6.325,3.82,1.2,1
377,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.906474,6.365,3.82,1.2,0
378,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.919311,6.405,3.82,1.2,0
379,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.933686,6.445,3.82,1.2,0
380,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.94953,6.485,3.82,1.2,0
381,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.899663,6.125,3.78,1.2,1
382,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.902015,6.165,3.78,1.2,1
383,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.906129,6.205,3.78,1.2,1
384,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.911979,6.245,3.78,1.2,1
385,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.919535,6.285,3.78,1.2,1
386,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.928753,6.325,3.78,1.2,0
387,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.939585,6.365,3.78,1.2,0
388,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.951975,6.405,3.78,1.2,0
389,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.965865,6.445,3.78,1.2,0
390,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.981189,6.485,3.78,1.2,0
391,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.934729,6.125,3.74,1.2,1
392,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.936993,6.165,3.74,1.2,1
393,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.940954,6.205,3.74,1.2,1
394,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.946589,6.245,3.74,1.2,0
395,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.95387,6.285,3.74,1.2,0
396,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.96276,6.325,3.74,1.2,0
397,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.973213,6.365,3.74,1.2,0
398,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.985181,6.405,3.74,1.2,0
399,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.998609,6.445,3.74,1.2,0
400,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.01344,6.485,3.74,1.2,0
401,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.970177,6.125,3.7,1.2,0
402,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.972358,6.165,3.7,1.2,0
403,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.976175,6.205,3.7,1.2,0
404,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.981609,6.245,3.7,1.2,0
405,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.988632,6.285,3.7,1.2,0
406,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.997212,6.325,3.7,1.2,0
407,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.00731,6.365,3.7,1.2,0
408,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.01887,6.405,3.7,1.2,0
409,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.03186,6.445,3.7,1.2,0
410,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04622,6.485,3.7,1.2,0
411,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.00597,6.125,3.66,1.2,0
412,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.00807,6.165,3.66,1.2,0
413,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.01175,6.205,3.66,1.2,0
414,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.017,6.245,3.66,1.2,0
415,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.02378,6.285,3.66,1.2,0
416,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.03206,6.325,3.66,1.2,0
417,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04182,6.365,3.66,1.2,0
418,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.05301,6.405,3.66,1.2,0
419,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.06558,6.445,3.66,1.2,0
420,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.07949,6.485,3.66,1.2,0
421,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04206,6.125,3.62,1.2,0
422,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04409,6.165,3.62,1.2,0
423,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.04765,6.205,3.62,1.2,0
424,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.05271,6.245,3.62,1.2,0
425,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.05927,6.285,3.62,1.2,0
426,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.06728,6.325,3.62,1.2,0
427,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.07672,6.365,3.62,1.2,0
428,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.08755,6.405,3.62,1.2,0
429,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.09972,6.445,3.62,1.2,0
430,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.11321,6.485,3.62,1.2,0
431,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.07843,6.125,3.58,1.2,0
432,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.0804,6.165,3.58,1.2,0
433,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.08383,6.205,3.58,1.2,0
434,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.08873,6.245,3.58,1.2,0
435,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.09507,6.285,3.58,1.2,0
436,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.10282,6.325,3.58,1.2,0
437,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.11195,6.365,3.58,1.2,0
438,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.12244,6.405,3.58,1.2,0
439,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.13425,6.445,3.58,1.2,0
440,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,1.14733,6.485,3.58,1.2,0
441,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.35252,6.125,4.42,0.44,1
442,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.35848,6.165,4.42,0.44,1
443,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.368707,6.205,4.42,0.44,1
444,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.382861,6.245,4.42,0.44,1
445,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.400525,6.285,4.42,0.44,1
446,1.50832,-2.21543,-0.482172,-2.27597,-1.73184,-0.269237,0.0339623,0.421258,6.325,4.42,0.44,1
